,object,pos_x,pos_y,pos_z,nor_x,nor_y,nor_z,type
0,sphere,0.6188277006149292,-0.5053961277008057,0.49088984727859497,0.6188277006149292,-0.5053961277008057,0.49088984727859497,good
1,sphere,-0.48713746666908264,-0.48420095443725586,0.5907465219497681,-0.48713746666908264,-0.48420095443725586,0.5907465219497681,good
2,sphere,0.5783276557922363,0.5443553924560547,0.4834778904914856,0.5783276557922363,0.5443553924560547,0.4834778904914856,good
3,sphere,-0.4458329379558563,0.570075273513794,0.4858384132385254,-0.4458329379558563,0.570075273513794,0.4858384132385254,good
4,sphere,-0.3692472577095032,-0.43347832560539246,-0.3849305510520935,-0.3692472577095032,-0.43347832560539246,-0.3849305510520935,good
5,sphere,0.4528067111968994,-0.4092942774295807,-0.47475680708885193,0.4528067111968994,-0.4092942774295807,-0.47475680708885193,good
6,sphere,-0.41733795404434204,0.4667074382305145,-0.42462074756622314,-0.41733795404434204,0.4667074382305145,-0.42462074756622314,good
7,sphere,0.5949037075042725,0.5248816013336182,-0.506938099861145,0.5949037075042725,0.5248816013336182,-0.506938099861145,good
8,sphere,0.1595343053340912,0.15911173820495605,0.5074933767318726,0.1595343053340912,0.15911173820495605,0.5074933767318726,good
9,sphere,0.004271984100341797,-0.06477293372154236,-0.34497615694999695,0.004271984100341797,-0.06477293372154236,-0.34497615694999695,good
10,sphere,0.030226320028305054,0.586808443069458,0.05729472637176514,0.030226320028305054,0.586808443069458,0.05729472637176514,good
11,sphere,0.022145003080368042,-0.6011765003204346,0.13845935463905334,0.022145003080368042,-0.6011765003204346,0.13845935463905334,good
12,sphere,0.5258400440216064,0.11959990859031677,0.08316969871520996,0.5258400440216064,0.11959990859031677,0.08316969871520996,good
13,sphere,-0.48900556564331055,-0.06525667011737823,0.1588211953639984,-0.48900556564331055,-0.06525667011737823,0.1588211953639984,good
14,sphere,0.03547865152359009,-0.4737488329410553,0.5490883588790894,0.03547865152359009,-0.4737488329410553,0.5490883588790894,good
15,sphere,-0.4747082591056824,0.049323976039886475,0.5102499723434448,-0.4747082591056824,0.049323976039886475,0.5102499723434448,good
16,sphere,0.002636432647705078,0.5927860736846924,0.5935171842575073,0.002636432647705078,0.5927860736846924,0.5935171842575073,good
17,sphere,0.6460203528404236,0.08311319351196289,0.5195823907852173,0.6460203528404236,0.08311319351196289,0.5195823907852173,good
18,sphere,0.1153862476348877,-0.5108522176742554,-0.34929168224334717,0.1153862476348877,-0.5108522176742554,-0.34929168224334717,good
19,sphere,0.5305631756782532,0.08487722277641296,-0.4519456624984741,0.5305631756782532,0.08487722277641296,-0.4519456624984741,good
20,sphere,0.038224637508392334,0.5218340158462524,-0.4739578664302826,0.038224637508392334,0.5218340158462524,-0.4739578664302826,good
21,sphere,-0.44739484786987305,0.027658551931381226,-0.39128372073173523,-0.44739484786987305,0.027658551931381226,-0.39128372073173523,good
22,sphere,0.5050190091133118,0.6290863752365112,0.03732690215110779,0.5050190091133118,0.6290863752365112,0.03732690215110779,good
23,sphere,-0.441792756319046,0.5206704139709473,0.08417892456054688,-0.441792756319046,0.5206704139709473,0.08417892456054688,good
24,sphere,-0.40547966957092285,-0.5722315907478333,0.1434885859489441,-0.40547966957092285,-0.5722315907478333,0.1434885859489441,good
25,sphere,0.5636794567108154,-0.4634287655353546,0.042136192321777344,0.5636794567108154,-0.4634287655353546,0.042136192321777344,good
26,sphere,0.39111801981925964,-0.22799843549728394,0.46715253591537476,0.39111801981925964,-0.22799843549728394,0.46715253591537476,good
27,sphere,-0.21471035480499268,-0.26115965843200684,0.5772031545639038,-0.21471035480499268,-0.26115965843200684,0.5772031545639038,good
28,sphere,-0.19224154949188232,0.3585369884967804,0.4732026755809784,-0.19224154949188232,0.3585369884967804,0.4732026755809784,good
29,sphere,0.3532947599887848,0.3100399971008301,0.45130202174186707,0.3532947599887848,0.3100399971008301,0.45130202174186707,good
30,sphere,-0.127558171749115,-0.2856733500957489,-0.3786175847053528,-0.127558171749115,-0.2856733500957489,-0.3786175847053528,good
31,sphere,0.2692602276802063,-0.18080049753189087,-0.3463975489139557,0.2692602276802063,-0.18080049753189087,-0.3463975489139557,good
32,sphere,0.31581953167915344,0.31052812933921814,-0.42320385575294495,0.31581953167915344,0.31052812933921814,-0.42320385575294495,good
33,sphere,-0.20028692483901978,0.1828230321407318,-0.34172600507736206,-0.20028692483901978,0.1828230321407318,-0.34172600507736206,good
34,sphere,-0.2111070454120636,0.4634706377983093,-0.22271031141281128,-0.2111070454120636,0.4634706377983093,-0.22271031141281128,good
35,sphere,0.2765534520149231,0.5925907492637634,-0.28404247760772705,0.2765534520149231,0.5925907492637634,-0.28404247760772705,good
36,sphere,0.2942887544631958,0.5698180794715881,0.2163366675376892,0.2942887544631958,0.5698180794715881,0.2163366675376892,good
37,sphere,-0.22127413749694824,0.5340270400047302,0.2656092941761017,-0.22127413749694824,0.5340270400047302,0.2656092941761017,good
38,sphere,0.2607502341270447,-0.5497127175331116,-0.1985672116279602,0.2607502341270447,-0.5497127175331116,-0.1985672116279602,good
39,sphere,-0.16349822282791138,-0.5208134651184082,-0.07685130834579468,-0.16349822282791138,-0.5208134651184082,-0.07685130834579468,good
40,sphere,-0.19966864585876465,-0.5034776926040649,0.3885863125324249,-0.19966864585876465,-0.5034776926040649,0.3885863125324249,good
41,sphere,0.38452446460723877,-0.471568763256073,0.30901238322257996,0.38452446460723877,-0.471568763256073,0.30901238322257996,good
42,sphere,0.5431209802627563,-0.13539907336235046,-0.2481224238872528,0.5431209802627563,-0.13539907336235046,-0.2481224238872528,good
43,sphere,0.6385759711265564,-0.23397111892700195,0.2581073045730591,0.6385759711265564,-0.23397111892700195,0.2581073045730591,good
44,sphere,0.5885248780250549,0.43957746028900146,0.24276646971702576,0.5885248780250549,0.43957746028900146,0.24276646971702576,good
45,sphere,0.4962325096130371,0.358501672744751,-0.3016331195831299,0.4962325096130371,0.358501672744751,-0.3016331195831299,good
46,sphere,-0.48593953251838684,-0.2869848608970642,0.4241010546684265,-0.48593953251838684,-0.2869848608970642,0.4241010546684265,good
47,sphere,-0.35110729932785034,-0.34080472588539124,-0.08455228805541992,-0.35110729932785034,-0.34080472588539124,-0.08455228805541992,good
48,sphere,-0.3745728135108948,0.2716989815235138,-0.15123456716537476,-0.3745728135108948,0.2716989815235138,-0.15123456716537476,good
49,sphere,-0.4626580476760864,0.39470183849334717,0.28084081411361694,-0.4626580476760864,0.39470183849334717,0.28084081411361694,good
50,sphere,0.10843682289123535,-0.26360902190208435,0.4805624186992645,0.10843682289123535,-0.26360902190208435,0.4805624186992645,good
